time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,52.147912,-0.459622,37.8,,5
1,0,1,0.0,0.0,0,52.147923,-0.459614,37.8,,0
2,0,1,1.02,1.02,0,52.147929,-0.459619,37.8,,1
3,0,1,2.4,1.38,0,52.147932,-0.459634,37.8,,1
4,0,1,3.95,1.55,0,52.147931,-0.459655,37.8,,3
5,0,1,5.67,1.72,0,52.147926,-0.459681,37.8,,3
6,0,1,7.59,1.92,0,52.147916,-0.459707,37.8,,2
7,0,1,9.73,2.14,0,52.147902,-0.459732,37.8,,3
8,0,1,11.97,2.24,0,52.147886,-0.459756,37.8,,2
9,0,1,14.26,2.28,1,52.147871,-0.459781,37.9,,3
10,0,1,16.55,2.29,1,52.147858,-0.459807,37.9,,2
11,0,1,18.88,2.33,1,52.147846,-0.459836,37.9,,3
12,0,1,21.31,2.43,1,52.147834,-0.459866,37.9,,3
13,0,1,23.85,2.54,1,52.147822,-0.459898,37.9,,3
14,0,1,26.48,2.64,2,52.147808,-0.459932,37.9,,2
15,0,1,29.14,2.66,2,52.147793,-0.459965,38.0,,3
16,0,1,31.84,2.7,2,52.147778,-0.459998,38.0,,3
17,0,1,34.64,2.8,2,52.147761,-0.460029,38.0,,2
18,0,1,37.5,2.87,2,52.147743,-0.460059,38.0,,3
19,0,1,40.42,2.92,3,52.147725,-0.460086,38.0,,2
20,0,1,43.34,2.91,3,52.147708,-0.460112,38.0,,3
21,0,1,46.18,2.85,3,52.147695,-0.460138,38.0,,2
22,0,1,49.02,2.84,3,52.147687,-0.460167,38.0,,3
23,0,1,51.86,2.84,4,52.147681,-0.460197,37.9,,2
24,0,1,54.7,2.84,4,52.147675,-0.460228,37.9,,3
25,0,1,57.54,2.84,4,52.147668,-0.460261,37.9,,3
26,0,1,60.38,2.84,4,52.14766,-0.460294,37.9,,2
27,0,1,63.22,2.84,5,52.14765,-0.460327,37.9,,3
28,0,1,66.06,2.84,5,52.14764,-0.46036,37.9,,3
29,0,1,68.9,2.84,5,52.147629,-0.460393,37.9,,2
30,0,1,71.73,2.84,5,52.147618,-0.460425,37.9,,3
31,0,1,74.57,2.83,5,52.147608,-0.460456,37.9,,3
32,0,1,77.4,2.83,6,52.147597,-0.460487,37.9,,2
33,0,1,80.23,2.83,6,52.147587,-0.460516,37.9,,3
34,0,1,83.06,2.83,6,52.147576,-0.460545,37.9,,3
35,0,1,85.89,2.83,6,52.147564,-0.460573,37.9,,2
36,0,1,88.72,2.83,7,52.147552,-0.460603,38.0,,3
37,0,1,91.55,2.83,7,52.147539,-0.460635,38.0,,2
38,0,1,94.38,2.83,7,52.147525,-0.460671,38.0,,3
39,0,1,97.2,2.83,7,52.14751,-0.460709,38.0,,3
40,0,1,100.03,2.83,8,52.147495,-0.460747,38.0,,2
41,0,1,102.85,2.83,8,52.14748,-0.460782,38.0,,3
42,0,1,105.68,2.83,8,52.147466,-0.460815,38.0,,3
43,0,1,108.51,2.83,8,52.147451,-0.460848,37.9,,2
44,0,1,111.33,2.83,8,52.147438,-0.460881,37.9,,3
45,0,1,114.16,2.83,9,52.147424,-0.460914,37.9,,3
46,0,1,116.99,2.83,9,52.14741,-0.460949,37.9,,2
47,0,1,119.82,2.83,9,52.147397,-0.460986,37.9,,3
48,0,1,122.65,2.83,9,52.147384,-0.461025,37.9,,3
49,0,1,125.75,2.83,10,52.147372,-0.461064,37.8,,2
50,0,1,128.71,2.83,10,52.147361,-0.461104,37.8,,3
51,0,1,131.91,2.83,10,52.147351,-0.461144,37.8,,3
52,0,1,134.93,2.83,10,52.147341,-0.461184,37.8,,2
53,0,1,137.57,2.83,11,52.147331,-0.461223,37.8,,3
54,0,1,140.13,2.83,11,52.147321,-0.461259,37.8,,3
55,0,1,142.94,2.83,11,52.147309,-0.461295,37.8,,2
56,0,1,146.26,2.83,11,52.147295,-0.461333,37.8,,3
57,0,1,150.13,2.83,12,52.147279,-0.461379,37.7,,3
58,0,1,153.66,2.83,12,52.147263,-0.46143,37.7,,3
59,0,1,153.66,2.83,12,52.147247,-0.461483,37.7,,2
60,0,1,153.66,2.83,12,52.147234,-0.461533,37.7,,3
61,0,1,157.49,2.84,12,52.147224,-0.461582,37.7,,3
62,0,1,157.49,2.84,13,52.147215,-0.461629,37.7,,3
63,0,1,157.49,2.84,13,52.147207,-0.461676,37.7,,3
64,0,1,160.71,2.84,13,52.147201,-0.461722,37.7,,3
65,0,1,170.6,2.85,13,52.147194,-0.461768,37.7,,2
66,0,1,174.06,2.85,14,52.147187,-0.461816,37.7,,4
67,0,1,177.45,2.85,14,52.147179,-0.461865,37.7,,2
68,0,1,180.68,2.86,14,52.14717,-0.461916,37.7,,3
69,0,1,184.66,2.99,14,52.147158,-0.461969,37.7,,3
70,0,1,188.64,3.11,15,52.147146,-0.462022,37.8,,3
71,0,1,191.15,3.23,15,52.147134,-0.462075,37.8,,2
72,0,1,194.68,3.27,15,52.147121,-0.462126,37.8,,3
73,0,1,198.07,3.28,15,52.147108,-0.462174,37.8,,3
74,0,1,202.63,3.28,16,52.147096,-0.462219,37.8,,3
75,0,1,205.82,3.27,16,52.147085,-0.462262,37.9,,3
76,0,1,209.06,3.27,16,52.147074,-0.462305,37.9,,3
77,0,1,213.0,3.26,16,52.147064,-0.462348,37.9,,2
78,0,1,216.24,3.25,17,52.147055,-0.462393,37.9,,3
79,0,1,219.75,3.29,17,52.147048,-0.462442,38.0,,3
80,0,1,222.85,3.29,17,52.147041,-0.462493,38.0,,3
81,0,1,226.47,3.33,17,52.147035,-0.462546,38.0,,2
82,0,1,230.17,3.38,18,52.14703,-0.462599,38.0,,3
83,0,1,233.22,3.36,18,52.147025,-0.462653,38.0,,3
84,0,1,236.52,3.35,18,52.147021,-0.462705,38.0,,3
85,0,1,239.71,3.33,18,52.147018,-0.462755,38.0,,2
86,0,1,243.93,3.3,19,52.147015,-0.462803,38.0,,3
87,0,1,247.26,3.3,19,52.147012,-0.462851,38.0,,3
88,0,1,250.15,3.24,19,52.14701,-0.462898,38.0,,2
89,0,1,254.13,3.19,19,52.147009,-0.462947,38.0,,3
90,0,1,257.49,3.19,20,52.147007,-0.462996,38.0,,3
91,0,1,260.7,3.19,20,52.147006,-0.463047,38.0,,2
92,0,1,264.23,3.19,20,52.147005,-0.4631,38.0,,3
93,0,1,267.89,3.19,21,52.147002,-0.463154,38.0,,3
94,0,1,271.62,3.19,21,52.146998,-0.463211,38.0,,2
95,0,1,274.8,3.19,21,52.146993,-0.46327,38.0,,4
96,0,1,278.91,3.19,21,52.146986,-0.463332,38.0,,2
97,0,1,283.03,3.2,22,52.146977,-0.463394,38.0,,3
98,0,1,286.73,3.2,22,52.146967,-0.463455,38.0,,3
99,0,1,290.15,3.2,22,52.146958,-0.463513,38.0,,2
100,0,1,293.99,3.2,22,52.146948,-0.463569,38.0,,3
101,0,1,299.32,3.2,23,52.14694,-0.463626,38.0,,3
102,0,1,302.94,3.21,23,52.146932,-0.463684,38.0,,2
103,0,1,306.48,3.21,23,52.146923,-0.463742,38.0,,3
104,0,1,311.26,3.21,23,52.146912,-0.463797,37.9,,3
105,0,1,314.88,3.22,24,52.146897,-0.463847,37.9,,3
106,0,1,318.75,3.22,24,52.146877,-0.463893,37.8,,2
107,0,1,322.34,3.22,24,52.146853,-0.463937,37.8,,3
108,0,1,326.23,3.22,24,52.146824,-0.463979,37.7,,3
109,0,1,330.2,3.23,25,52.146795,-0.464017,37.6,,3
110,0,1,334.58,3.23,25,52.146766,-0.464047,37.4,,2
111,0,1,337.59,3.24,25,52.14674,-0.464069,37.4,,3
112,0,1,340.54,3.24,25,52.146717,-0.46409,37.3,,2
113,0,1,346.77,3.24,26,52.146697,-0.464116,37.2,,3
114,0,1,355.33,3.24,26,52.14668,-0.464151,37.1,,3
115,0,1,358.64,3.25,26,52.146667,-0.464195,37.0,,3
116,0,1,362.09,3.25,27,52.146661,-0.464249,37.0,,2
117,0,1,362.09,3.25,27,52.146658,-0.464308,37.0,,3
118,0,1,362.09,3.25,27,52.146654,-0.464368,37.0,,3
119,0,1,365.89,3.26,27,52.146648,-0.464424,37.0,,2
120,0,1,370.88,3.26,28,52.146638,-0.464476,37.0,,4
121,0,1,373.79,3.26,28,52.146627,-0.464524,37.0,,2
122,0,1,376.76,3.26,28,52.146615,-0.464569,37.1,,3
123,0,1,381.86,3.26,28,52.146602,-0.464611,37.1,,2
124,0,1,384.8,3.27,29,52.14659,-0.46465,37.1,,3
125,0,1,387.59,3.27,29,52.146578,-0.464687,37.1,,3
126,0,1,391.31,3.27,29,52.146563,-0.464721,37.1,,3
127,0,1,393.99,3.27,29,52.146546,-0.464754,37.1,,2
128,0,1,397.22,3.27,30,52.146527,-0.464785,37.2,,3
129,0,1,399.84,3.27,30,52.146506,-0.464817,37.2,,3
130,0,1,402.95,3.27,30,52.146483,-0.464852,37.2,,3
131,0,1,406.14,3.27,30,52.146459,-0.464887,37.2,,3
132,0,1,409.56,3.27,31,52.146434,-0.464923,37.3,,2
133,0,1,413.16,3.27,31,52.146409,-0.464958,37.3,,3
134,0,1,416.83,3.28,31,52.146384,-0.46499,37.3,,3
135,0,1,419.9,3.28,31,52.146359,-0.46502,37.4,,2
136,0,1,422.53,3.28,32,52.146336,-0.465048,37.5,,3
137,0,1,425.18,3.28,32,52.146312,-0.465074,37.5,,3
138,0,1,430.47,3.28,32,52.146288,-0.465101,37.6,,3
139,0,1,433.86,3.28,32,52.146265,-0.465129,37.6,,3
140,0,1,436.66,3.28,33,52.146241,-0.46516,37.7,,2
141,0,1,440.28,3.28,33,52.146216,-0.465194,37.8,,4
142,0,1,443.35,3.28,33,52.146189,-0.46523,37.8,,2
143,0,1,447.24,3.28,34,52.146157,-0.465267,37.9,,3
144,0,1,450.9,3.29,34,52.14612,-0.465304,37.9,,3
145,0,1,454.52,3.29,34,52.146083,-0.465337,37.9,,3
146,0,1,457.96,3.29,34,52.146052,-0.465366,38.0,,2
147,0,1,463.46,3.3,35,52.146025,-0.465392,38.0,,3
148,0,1,466.64,3.3,35,52.145999,-0.46542,38.0,,3
149,0,1,470.23,3.3,35,52.145972,-0.465452,38.0,,3
150,0,1,475.35,3.31,35,52.145944,-0.46549,38.0,,2
151,0,1,479.15,3.31,36,52.145916,-0.465533,38.0,,3
152,0,1,483.37,3.31,36,52.145888,-0.465582,38.0,,3
153,0,1,487.14,3.32,36,52.145861,-0.465633,38.0,,3
154,0,1,491.86,3.32,36,52.145834,-0.465683,38.0,,3
155,0,1,496.24,3.33,37,52.145806,-0.465729,38.0,,2
156,0,1,500.23,3.58,37,52.145777,-0.46577,37.9,,3
157,0,1,504.2,3.65,37,52.145749,-0.465809,37.9,,3
158,0,1,507.94,3.67,37,52.145721,-0.465847,37.9,,2
159,0,1,513.86,3.66,38,52.145696,-0.465888,37.8,,3
160,0,1,517.51,3.66,38,52.145674,-0.465935,37.8,,3
161,0,1,521.68,3.74,38,52.145654,-0.465985,37.8,,3
162,0,1,525.75,3.82,39,52.145636,-0.466038,37.8,,3
163,0,1,529.67,3.84,39,52.145618,-0.466092,37.8,,2
164,0,1,534.0,3.92,39,52.1456,-0.466146,37.8,,3
165,0,1,538.16,3.98,39,52.145582,-0.466201,37.8,,3
166,0,1,542.08,3.97,40,52.145563,-0.466256,37.8,,3
167,0,1,546.62,4.04,40,52.145543,-0.466312,37.9,,3
168,0,1,551.19,4.04,40,52.145523,-0.466368,37.9,,2
169,0,1,555.09,4.02,41,52.145503,-0.466424,37.9,,3
170,0,1,559.36,4.06,41,52.145482,-0.46648,37.9,,3
171,0,1,563.71,4.06,41,52.145462,-0.466535,37.9,,2
172,0,1,568.06,4.1,42,52.145442,-0.46659,38.0,,3
173,0,1,572.28,4.12,42,52.145424,-0.466645,38.0,,3
174,0,1,576.46,4.12,42,52.145408,-0.4667,38.0,,3
175,0,1,580.57,4.12,42,52.145392,-0.466754,38.1,,3
176,0,1,584.49,4.08,43,52.145375,-0.466805,38.1,,2
177,0,1,589.62,4.08,43,52.145356,-0.466852,38.1,,3
178,0,1,593.46,4.08,43,52.145337,-0.466897,38.2,,3
179,0,1,597.02,4.08,44,52.145321,-0.466943,38.2,,2
180,0,1,601.81,4.08,44,52.14531,-0.466989,38.2,,4
181,0,1,604.86,4.08,44,52.145301,-0.467036,38.3,,2
182,0,1,607.96,4.08,45,52.145296,-0.467082,38.3,,3
183,0,1,612.36,4.08,45,52.145293,-0.467129,38.4,,3
184,0,1,615.88,4.08,45,52.145291,-0.467179,38.4,,2
185,0,1,619.68,4.08,45,52.145289,-0.46723,38.4,,4
186,0,1,622.11,4.08,46,52.145288,-0.467284,38.5,,2
187,0,1,625.72,4.07,46,52.145288,-0.467337,38.5,,3
188,0,1,629.2,4.07,46,52.145289,-0.467388,38.6,,3
189,0,1,632.45,4.07,47,52.145292,-0.467436,38.6,,2
190,0,1,635.6,4.07,47,52.145297,-0.467482,38.6,,3
191,0,1,638.53,4.07,47,52.145304,-0.467525,38.6,,3
192,0,1,642.42,4.07,48,52.145313,-0.467566,38.6,,3
193,0,1,650.79,3.94,48,52.145325,-0.467606,38.6,,3
194,0,1,654.95,3.81,48,52.145339,-0.467645,38.6,,2
195,0,1,658.17,3.72,48,52.145354,-0.467685,38.6,,3
196,0,1,661.7,3.66,49,52.145371,-0.467727,38.6,,3
197,0,1,665.27,3.6,49,52.14539,-0.467772,38.5,,3
198,0,1,668.75,3.64,49,52.145409,-0.467818,38.5,,3
199,0,1,672.71,3.64,50,52.145429,-0.467864,38.5,,2
200,0,1,676.36,3.63,50,52.145449,-0.46791,38.5,,3
201,0,1,679.98,3.69,50,52.145469,-0.467955,38.4,,3
202,0,1,683.88,3.67,50,52.145489,-0.467996,38.4,,2
203,0,1,687.33,3.67,51,52.145508,-0.468035,38.4,,3
204,0,1,690.76,3.66,51,52.145528,-0.468072,38.4,,3
205,0,1,694.18,3.65,51,52.145549,-0.468109,38.3,,3
206,0,1,697.56,3.61,51,52.145571,-0.468144,38.3,,3
207,0,1,700.8,3.59,52,52.145596,-0.46818,38.3,,2
208,0,1,704.36,3.63,52,52.145622,-0.468217,38.3,,3
209,0,1,708.52,3.68,52,52.145649,-0.468252,38.2,,3
210,0,1,712.73,3.66,53,52.145676,-0.468286,38.2,,2
211,0,1,716.36,3.65,53,52.1457,-0.468317,38.2,,3
212,0,1,719.77,3.61,53,52.145723,-0.468344,38.1,,3
213,0,1,722.94,3.55,53,52.145746,-0.468366,38.1,,3
214,0,1,725.87,3.55,54,52.145769,-0.468385,38.1,,2
215,0,1,728.38,3.55,54,52.145792,-0.4684,38.1,,3
216,0,1,730.72,3.55,54,52.145815,-0.468413,38.1,,3
217,0,1,733.44,3.55,55,52.145839,-0.468424,38.1,,3
218,0,1,736.38,3.54,55,52.145863,-0.468434,38.2,,2
219,0,1,739.46,3.54,55,52.145889,-0.468444,38.3,,4
220,0,1,742.71,3.54,55,52.145915,-0.468454,38.5,,2
221,0,1,745.8,3.54,56,52.145943,-0.468463,38.6,,3
222,0,1,748.69,3.54,56,52.145972,-0.468472,38.7,,3
223,0,1,751.66,3.54,56,52.146003,-0.468481,38.8,,3
224,0,1,754.97,3.54,56,52.146035,-0.468489,39.0,,3
225,0,1,759.03,3.54,57,52.146068,-0.468498,39.1,,5
226,0,1,762.99,3.53,57,52.146099,-0.468507,39.2,,5
227,0,1,766.39,3.53,57,52.146129,-0.468518,39.4,,3
228,0,1,769.43,3.53,57,52.146158,-0.468529,39.5,,2
229,0,1,773.13,3.53,58,52.14619,-0.468542,39.6,,3
230,0,1,777.28,3.53,58,52.146227,-0.468556,39.8,,3
231,0,1,781.28,3.53,58,52.146265,-0.468572,40.0,,3
232,0,1,781.28,3.53,59,52.1463,-0.468592,40.2,,3
233,0,1,781.28,3.53,59,52.146327,-0.468617,40.3,,2
234,0,1,784.43,3.54,59,52.146353,-0.468647,40.5,,3
235,0,1,788.69,3.54,59,52.146382,-0.468683,40.7,,3
236,0,1,792.3,3.54,60,52.146415,-0.468723,40.9,,3
237,0,1,796.84,3.54,60,52.14645,-0.468768,41.1,,3
238,0,1,801.24,3.54,60,52.146481,-0.468815,41.4,,2
239,0,1,805.25,3.54,60,52.146509,-0.468862,41.6,,3
240,0,1,805.25,3.54,61,52.146536,-0.468909,41.8,,3
241,0,1,805.25,3.54,61,52.146562,-0.468953,42.0,,3
242,0,1,809.18,3.54,61,52.146588,-0.468992,42.2,,2
243,0,1,812.69,3.55,62,52.146613,-0.469025,42.4,,3
244,0,1,821.54,3.55,62,52.146637,-0.46905,42.6,,3
245,0,1,825.04,3.55,62,52.146662,-0.469071,42.7,,3
246,0,1,828.6,3.55,62,52.146691,-0.46909,43.0,,3
247,0,1,832.41,3.55,63,52.146721,-0.469109,43.3,,3
248,0,1,837.72,3.55,63,52.146753,-0.469126,43.5,,2
249,0,1,850.47,3.55,63,52.146785,-0.469143,43.8,,3
250,0,1,855.87,3.55,63,52.146817,-0.469159,44.1,,3
251,0,1,859.64,3.55,64,52.146847,-0.469175,44.3,,2
252,0,1,863.18,3.55,64,52.146875,-0.469189,44.5,,3
253,0,1,866.41,3.55,64,52.146902,-0.469201,44.7,,3
254,0,1,869.54,3.55,65,52.146928,-0.469208,44.9,,2
255,0,1,869.54,3.55,65,52.146954,-0.469208,45.1,,3
256,0,1,874.8,3.55,65,52.14698,-0.469205,45.3,,3
257,0,1,878.68,3.55,65,52.147004,-0.469203,45.5,,3
258,0,1,881.44,3.55,66,52.147028,-0.469198,45.6,,3
259,0,1,884.28,3.55,66,52.147051,-0.469189,45.8,,2
260,0,1,887.26,3.55,66,52.147074,-0.469173,45.9,,3
261,0,1,890.4,3.55,66,52.147097,-0.469151,46.1,,3
262,0,1,893.96,3.54,67,52.147121,-0.469125,46.2,,2
263,0,1,897.39,3.54,67,52.147145,-0.469098,46.3,,3
264,0,1,900.9,3.54,67,52.14717,-0.46907,46.5,,3
265,0,1,904.35,3.54,68,52.147196,-0.469042,46.6,,3
266,0,1,907.89,3.54,68,52.147222,-0.469014,46.8,,3
267,0,1,911.58,3.54,68,52.147249,-0.468987,46.9,,2
268,0,1,915.07,3.54,68,52.147276,-0.468961,47.1,,3
269,0,1,918.57,3.54,69,52.147303,-0.468936,47.2,,3
270,0,1,922.36,3.54,69,52.147331,-0.468912,47.4,,2
271,0,1,925.84,3.54,69,52.147357,-0.468888,47.6,,3
272,0,1,929.2,3.54,69,52.147383,-0.468865,47.7,,3
273,0,1,932.41,3.54,70,52.147407,-0.468841,47.9,,2
274,0,1,935.6,3.54,70,52.147429,-0.468817,48.0,,4
275,0,1,938.7,3.54,70,52.14745,-0.468792,48.2,,2
276,0,1,941.56,3.54,71,52.14747,-0.468766,48.3,,3
277,0,1,944.33,3.54,71,52.147488,-0.468738,48.4,,3
278,0,1,947.16,3.54,71,52.147504,-0.468709,48.5,,2
279,0,1,949.98,3.53,71,52.147519,-0.468677,48.6,,3
280,0,1,952.86,3.53,72,52.147533,-0.468642,48.7,,3
281,0,1,955.85,3.53,72,52.147548,-0.468604,48.8,,2
282,0,1,959.12,3.53,72,52.147565,-0.468562,48.9,,4
283,0,1,962.52,3.52,72,52.147585,-0.468517,49.1,,2
284,0,1,966.11,3.52,73,52.147607,-0.468469,49.2,,3
285,0,1,969.85,3.52,73,52.147629,-0.46842,49.4,,3
286,0,1,974.0,3.52,73,52.147649,-0.468373,49.5,,3
287,0,1,978.15,3.52,74,52.147667,-0.468326,49.6,,3
288,0,1,982.18,3.52,74,52.147684,-0.468279,49.7,,2
289,0,1,985.56,3.52,74,52.147699,-0.468229,49.7,,3
290,0,1,989.2,3.52,74,52.147711,-0.468179,49.7,,3
291,0,1,989.2,3.52,75,52.147719,-0.468128,49.7,,3
292,0,1,989.2,3.52,75,52.147725,-0.468075,49.7,,2
293,0,1,992.96,3.52,75,52.147731,-0.468022,49.6,,3
294,0,1,996.44,3.52,75,52.14774,-0.467966,49.6,,3
295,0,1,1000.69,3.52,76,52.14775,-0.467908,49.6,,3
296,0,1,1004.82,3.52,76,52.147761,-0.467848,49.6,,2
297,0,1,1008.29,3.52,76,52.147772,-0.467786,49.5,,3
298,0,1,1012.55,3.53,76,52.147781,-0.467724,49.5,,3
299,0,1,1016.64,3.53,77,52.147788,-0.467661,49.4,,2
300,0,1,1021.3,3.53,77,52.147794,-0.467599,49.3,,3
301,0,1,1025.42,3.53,77,52.147798,-0.467537,49.2,,3
302,0,1,1029.33,3.54,78,52.147799,-0.467477,49.1,,3
303,0,1,1034.49,3.54,78,52.147799,-0.467417,48.9,,3
304,0,1,1038.24,3.54,78,52.147796,-0.467359,48.7,,2
305,0,1,1041.84,3.55,78,52.147792,-0.467302,48.5,,3
306,0,1,1047.02,3.55,79,52.147786,-0.467246,48.2,,3
307,0,1,1050.73,3.55,79,52.14778,-0.467191,48.0,,2
308,0,1,1054.46,3.56,79,52.147773,-0.467136,47.8,,3
309,0,1,1058.78,3.56,79,52.147765,-0.467082,47.6,,3
310,0,1,1062.35,3.56,80,52.147757,-0.467028,47.4,,3
311,0,1,1066.01,3.56,80,52.14775,-0.466974,47.2,,3
312,0,1,1070.18,3.56,80,52.147743,-0.46692,47.0,,2
313,0,1,1073.73,3.56,81,52.147737,-0.466867,46.8,,3
314,0,1,1077.35,3.56,81,52.147731,-0.466813,46.6,,3
315,0,1,1081.12,3.56,81,52.147727,-0.466758,46.4,,3
316,0,1,1085.05,3.56,81,52.147724,-0.466703,46.2,,2
317,0,1,1089.0,3.56,82,52.147721,-0.466646,46.0,,3
318,0,1,1092.28,3.56,82,52.14772,-0.466588,45.8,,3
319,0,1,1096.27,3.57,82,52.147721,-0.466529,45.6,,3
320,0,1,1100.19,3.57,82,52.147722,-0.466469,45.5,,3
321,0,1,1104.12,3.57,83,52.147726,-0.466408,45.3,,3
322,0,1,1108.24,3.57,83,52.147731,-0.466349,45.1,,2
323,0,1,1112.26,3.58,83,52.147737,-0.466292,45.0,,3
324,0,1,1116.37,3.58,84,52.147746,-0.466237,44.8,,3
325,0,1,1120.01,3.59,84,52.147755,-0.466183,44.7,,3
326,0,1,1123.94,3.59,84,52.147766,-0.466131,44.6,,2
327,0,1,1128.33,3.59,84,52.147778,-0.466079,44.5,,3
328,0,1,1131.83,3.59,85,52.147787,-0.466028,44.3,,3
329,0,1,1135.28,3.6,85,52.147792,-0.46598,44.2,,3
330,0,1,1139.46,3.6,85,52.147791,-0.465935,44.0,,2
331,0,1,1142.34,3.6,86,52.147784,-0.46589,43.9,,3
332,0,1,1145.83,3.6,86,52.147776,-0.465843,43.7,,3
333,0,1,1149.38,3.6,86,52.147767,-0.46579,43.5,,3
334,0,1,1153.22,3.6,86,52.147764,-0.465734,43.3,,3
335,0,1,1156.92,3.6,87,52.14777,-0.465676,43.1,,5
336,0,1,1159.72,3.6,87,52.147785,-0.465623,43.0,,5
337,0,1,1163.59,3.6,87,52.147807,-0.465579,42.9,,3
338,0,1,1167.17,3.6,87,52.147834,-0.465548,42.8,,3
339,0,1,1170.49,3.6,88,52.147863,-0.465528,42.8,,2
340,0,1,1173.86,3.6,88,52.147894,-0.465514,42.8,,3
341,0,1,1180.31,3.6,88,52.147923,-0.465504,42.8,,3
342,0,1,1186.95,3.6,89,52.147951,-0.465492,42.8,,3
343,0,1,1190.77,3.6,89,52.147977,-0.465476,42.8,,3
344,0,1,1194.13,3.6,89,52.148003,-0.465451,42.7,,2
345,0,1,1197.55,3.6,89,52.148028,-0.46542,42.6,,6
346,0,1,1201.08,3.6,90,52.148052,-0.465384,42.5,,6
347,0,1,1204.68,3.6,90,52.148074,-0.465344,42.4,,3
348,0,1,1208.29,3.6,90,52.148096,-0.465303,42.2,,2
349,0,1,1211.77,3.6,91,52.148118,-0.465263,42.1,,3
350,0,1,1215.14,3.6,91,52.14814,-0.465224,42.0,,3
351,0,1,1218.8,3.6,91,52.148162,-0.465189,41.8,,3
352,0,1,1222.19,3.6,91,52.148185,-0.465159,41.7,,2
353,0,1,1225.45,3.6,92,52.14821,-0.465133,41.6,,3
354,0,1,1228.78,3.6,92,52.148235,-0.46511,41.5,,3
355,0,1,1231.98,3.6,92,52.14826,-0.465089,41.4,,3
356,0,1,1235.04,3.6,92,52.148287,-0.465069,41.3,,2
357,0,1,1238.24,3.6,93,52.148315,-0.465047,41.2,,3
358,0,1,1241.62,3.6,93,52.148342,-0.465026,41.2,,3
359,0,1,1245.3,3.6,93,52.14837,-0.465005,41.2,,3
360,0,1,1248.85,3.6,94,52.148398,-0.464986,41.4,,3
361,0,1,1252.15,3.6,94,52.148426,-0.464968,41.5,,2
362,0,1,1252.15,3.6,94,52.148453,-0.464952,41.7,,3
363,0,1,1252.15,3.6,94,52.148479,-0.464939,41.8,,3
364,0,1,1255.24,3.6,95,52.148506,-0.464928,41.9,,3
365,0,1,1258.87,3.59,95,52.148534,-0.464919,42.1,,3
366,0,1,1262.17,3.59,95,52.148565,-0.464911,42.3,,2
367,0,1,1265.64,3.59,96,52.148598,-0.464904,42.5,,3
368,0,1,1269.01,3.59,96,52.148632,-0.464895,42.7,,3
369,0,1,1272.87,3.59,96,52.148665,-0.464885,42.9,,2
370,0,1,1276.34,3.59,96,52.148697,-0.464873,43.0,,4
371,0,1,1279.89,3.59,97,52.148728,-0.464859,43.2,,2
372,0,1,1283.4,3.59,97,52.148756,-0.464842,43.3,,2
373,0,1,1286.6,3.59,97,52.148783,-0.464823,43.5,,3
374,0,1,1290.78,3.59,97,52.14881,-0.464801,43.6,,3
375,0,1,1294.15,3.59,98,52.148836,-0.464777,43.7,,3
376,0,1,1297.68,3.59,98,52.148864,-0.464751,43.9,,3
377,0,1,1300.73,3.59,98,52.148891,-0.464723,44.0,,3
378,0,1,1304.48,3.59,99,52.14892,-0.464693,44.2,,3
379,0,1,1308.07,3.58,99,52.148949,-0.464662,44.3,,2
380,0,1,1311.49,3.59,99,52.14898,-0.464629,44.4,,3
381,0,1,1315.9,3.59,99,52.14901,-0.464596,44.6,,3
382,0,1,1320.08,3.59,100,52.149041,-0.464561,44.7,,2
383,0,1,1323.24,3.59,100,52.149071,-0.464525,44.9,,3
384,0,1,1327.14,3.59,100,52.1491,-0.464489,45.0,,3
385,0,1,1330.57,3.59,101,52.149126,-0.464453,45.1,,3
386,0,1,1335.44,3.59,101,52.14915,-0.464416,45.2,,3
387,0,1,1339.03,3.59,101,52.149172,-0.46438,45.3,,2
388,0,1,1342.52,3.59,101,52.149192,-0.464343,45.3,,3
389,0,1,1346.55,3.59,102,52.149212,-0.464305,45.4,,3
390,0,1,1349.76,3.59,102,52.149231,-0.464268,45.4,,3
391,0,1,1352.93,3.59,102,52.149251,-0.46423,45.5,,2
392,0,1,1357.15,3.59,103,52.14927,-0.464191,45.5,,3
393,0,1,1360.36,3.59,103,52.14929,-0.464151,45.6,,3
394,0,1,1363.93,3.59,103,52.14931,-0.464108,45.5,,2
395,0,1,1367.37,3.59,103,52.149329,-0.464063,45.5,,3
396,0,1,1371.16,3.59,104,52.149347,-0.464015,45.5,,3
397,0,1,1375.17,3.59,104,52.149364,-0.463964,45.5,,3
398,0,1,1378.29,3.59,104,52.14938,-0.463911,45.4,,2
399,0,1,1381.9,3.59,104,52.149394,-0.46386,45.4,,3
400,0,1,1385.35,3.59,105,52.149406,-0.463812,45.3,,3
401,0,1,1389.98,3.59,105,52.149418,-0.463765,45.2,,2
402,0,1,1393.43,3.59,105,52.14943,-0.463717,45.2,,3
403,0,1,1396.78,3.59,106,52.149443,-0.463669,45.1,,3
404,0,1,1400.91,3.59,106,52.149454,-0.463621,45.1,,3
405,0,1,1404.51,3.59,106,52.149464,-0.463572,45.0,,5
406,0,1,1408.17,3.59,106,52.149473,-0.463522,44.9,,5
