time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
1391,0,1,4681.54,3.18,363,52.147697,-0.466221,44.6,,2
1392,0,1,4684.83,3.18,364,52.147708,-0.466176,44.5,,3
1393,0,1,4688.31,3.18,364,52.14772,-0.466133,44.4,,3
1394,0,1,4691.86,3.18,364,52.147733,-0.466088,44.3,,3
1395,0,1,4695.35,3.18,364,52.147744,-0.466042,44.2,,5
1396,0,1,4698.74,3.19,365,52.147749,-0.465996,44.1,,5
1397,0,1,4701.87,3.19,365,52.147745,-0.46595,44.0,,4
1398,0,1,4705.16,3.19,365,52.147736,-0.465903,43.8,,3
1399,0,1,4708.9,3.19,365,52.147727,-0.465853,43.6,,2
1400,0,1,4712.53,3.19,366,52.14772,-0.4658,43.4,,3
1401,0,1,4715.17,3.19,366,52.147713,-0.465748,43.3,,3
1402,0,1,4718.64,3.19,366,52.147699,-0.4657,43.1,,3
1403,0,1,4722.59,3.19,366,52.147677,-0.465655,42.9,,5
1404,0,1,4726.03,3.19,367,52.147649,-0.465611,42.7,,5
1405,0,1,4731.08,3.2,367,52.147614,-0.465566,42.5,,4
1406,0,1,4736.18,3.2,367,52.147575,-0.465521,42.4,,3
1407,0,1,4738.47,3.2,367,52.147534,-0.465477,42.2,,3
1408,0,1,4743.68,3.75,368,52.147496,-0.465436,42.0,,3
1409,0,1,4748.77,4.06,368,52.147458,-0.465397,41.8,,6
1410,0,1,4753.71,4.19,368,52.147421,-0.465359,41.5,,6
1411,0,1,4767.21,4.32,369,52.147385,-0.465322,41.2,,3
1412,0,1,4773.82,4.42,369,52.147349,-0.465284,41.0,,3
1413,0,1,4778.89,4.51,369,52.147312,-0.465246,40.7,,3
1414,0,1,4784.04,4.57,370,52.147274,-0.465206,40.4,,2
1415,0,1,4789.13,4.62,370,52.147237,-0.465166,40.1,,4
1416,0,1,4794.22,4.67,370,52.1472,-0.465126,39.9,,2
1417,0,1,4799.3,4.66,371,52.147164,-0.465087,39.6,,3
1418,0,1,4803.86,4.6,371,52.147129,-0.465049,39.3,,3
1419,0,1,4808.21,4.55,371,52.147096,-0.465013,39.1,,3
1420,0,1,4812.62,4.51,372,52.147064,-0.464978,38.9,,3
1421,0,1,4817.09,4.47,372,52.147035,-0.464946,38.7,,6
1422,0,1,4821.36,4.34,372,52.147008,-0.464917,38.6,,6
1423,0,1,4824.94,4.09,373,52.146984,-0.464892,38.5,,3
1424,-1,,4824.94,,,,,,,
